timestamp,RoomA:Light__level__ceiling,RoomA:Light__manual_on_off_signal,RoomA:People__amount,RoomA:Sensor__CO2,RoomA:Sensor__room_temperature,RoomA:Window__opened_closed,RoomA_is_occupied
2023-04-02 01:30:00,1.985291123,0.0,0.0,468.0,21.82999992,0.0,0
2023-04-02 01:35:00,1.966471195,0.0,0.0,468.0,21.96999931,0.0,0
2023-04-02 01:40:00,1.94400835,0.0,0.0,468.0,21.87000084,0.0,0
2023-04-02 01:45:00,2.003899336,0.0,0.0,468.0,21.96999931,0.0,0
2023-04-02 01:50:00,1.941267371,0.0,0.0,468.0,21.98999977,0.0,0
2023-04-02 01:55:00,2.01484108,0.0,0.0,468.0,21.85000038,0.0,0
2023-04-02 02:00:00,1.971336961,0.0,0.0,468.0,21.79999924,0.0,0
2023-04-02 02:05:00,1.950601697,0.0,0.0,468.0,21.79999924,0.0,0
2023-04-02 02:10:00,1.927894712,0.0,0.0,468.0,21.87000084,0.0,0
2023-04-02 02:15:00,1.904531956,0.0,0.0,468.0,21.85000038,0.0,0
2023-04-02 02:20:00,1.933683872,0.0,0.0,468.0,21.78000069,0.0,0
2023-04-02 02:25:00,1.95959568,0.0,0.0,468.0,21.87000084,0.0,0
2023-04-02 02:30:00,1.984318972,0.0,0.0,468.0,21.82999992,0.0,0
2023-04-02 02:35:00,1.966657758,0.0,0.0,468.0,21.75,0.0,0
2023-04-02 02:40:00,2.027380228,0.0,0.0,468.0,21.79999924,0.0,0
2023-04-02 02:45:00,1.932795405,0.0,0.0,468.0,21.79999924,0.0,0
2023-04-02 02:50:00,2.0359478,0.0,0.0,468.0,21.78000069,0.0,0
2023-04-02 02:55:00,1.941173792,0.0,0.0,468.0,21.79999924,0.0,0
2023-04-02 03:00:00,2.001154661,0.0,0.0,468.0,21.82999992,0.0,0
2023-04-02 03:05:00,1.934259176,0.0,0.0,468.0,21.70999908,0.0,0
2023-04-02 03:10:00,2.019164324,0.0,0.0,468.0,21.75,0.0,0
2023-04-02 03:15:00,1.943171859,0.0,0.0,468.0,21.61000061,0.0,0
2023-04-02 03:20:00,2.013142824,0.0,0.0,468.0,21.70999908,0.0,0
2023-04-02 03:25:00,2.038276196,0.0,0.0,468.0,21.70999908,0.0,0
2023-04-02 03:30:00,2.014029265,0.0,0.0,468.0,21.72999954,0.0,0
2023-04-02 03:35:00,1.991175413,0.0,0.0,468.0,21.68000031,0.0,0
2023-04-02 03:40:00,1.98588264,0.0,0.0,468.0,21.75,0.0,0
2023-04-02 03:45:00,2.018778324,0.0,0.0,468.0,21.75,0.0,0
2023-04-02 03:50:00,1.99990809,0.0,0.0,468.0,21.62999916,0.0,0
2023-04-02 03:55:00,1.96363163,0.0,0.0,468.0,21.62999916,0.0,0
2023-04-02 04:00:00,2.005319834,0.0,0.0,468.0,21.61000061,0.0,0
2023-04-02 04:05:00,2.005176306,0.0,0.0,468.0,21.61000061,0.0,0
2023-04-02 04:10:00,1.940282822,0.0,0.0,468.0,21.62999916,0.0,0
2023-04-02 04:15:00,1.928610563,0.0,0.0,468.0,21.61000061,0.0,0
2023-04-02 04:20:00,1.942749143,0.0,0.0,468.0,21.55999947,0.0,0
2023-04-02 04:25:00,1.967782378,0.0,0.0,468.0,21.55999947,0.0,0
2023-04-02 04:30:00,1.932036758,0.0,0.0,468.0,21.70999908,0.0,0
2023-04-02 04:35:00,1.922208309,0.0,0.0,468.0,21.72999954,0.0,0
2023-04-02 04:40:00,1.97914958,0.0,0.0,468.0,21.59000015,0.0,0
2023-04-02 04:45:00,1.925256133,0.0,0.0,418.0,21.51000023,0.0,0
2023-04-02 04:50:00,1.927865982,0.0,0.0,418.0,21.59000015,0.0,0
2023-04-02 04:55:00,1.987497211,0.0,0.0,418.0,21.51000023,0.0,0
2023-04-02 05:00:00,1.974014521,0.0,0.0,418.0,21.61000061,0.0,0
